Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Population_Density
7530,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,28,0.0,24,7,2011,22.0090841,82.578896,2.336366805,11.0,284.44,189
7531,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,15,0.0,5,8,2011,22.0090841,82.578896,0.6284418779,,301.59000000000003,189
7532,31st week,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,41,0.0,2,8,2011,33.7368773,75.1455138,0.2492130329,20.0,295.94,56
7533,31st week,Jammu and Kashmir,Srinagar,Acute Diarrhoeal Disease,27,0.0,29,7,2011,34.0747444,74.8204443,0.4291256851,23.0,296.8533334,56
7534,31st week,Jharkhand,Chatra,Acute Diarrhoeal Disease,8,0.0,29,7,2011,24.20162495,84.87817692,0.2006667068,10.0,306.89,414
7535,31st week,Haryana,Gurgaon,Acute Diarrhoeal Disease,113,0.0,1,8,2011,28.42826235,77.00270015,0.6470240605,11.0,309.42,573
7536,31st week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,60,1.0,5,8,2011,22.13983105,78.80964495,1.206560427,,302.78000000000003,236
7537,31st week,Madhya Pradesh,Damoh,Acute Diarrhoeal Disease,25,0.0,7,8,2011,23.75,79.583333,1.235097364,2.0,,236
7538,31st week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,9,0.0,1,8,2011,23.5225788,77.8148001,0.5058499193,5.0,300.12,236
7539,31st week,Maharashtra,Nashik,Dengue,2,1.0,26,7,2011,20.0112475,73.7902364,0.5663983237,4.0,277.14,365
7540,31st week,Maharashtra,Wardha,Chikungunya,10,1.0,25,7,2011,20.82562315,78.6131455,0.9022943216,6.0,,365
7541,31st week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,5,1.0,1,8,2011,28.0159286,73.3171367,0.1834897667,3.0,320.2133334,201
7542,31st week,Rajasthan,Udaipur,Acute Encephalitis Syndrome,2,0.0,28,7,2011,24.578721,73.6862571,0.3773165955,,303.49,201
7543,31st week,Tamil Nadu,Dharmapuri,Chikungunya,118,0.0,25,7,2011,12.09680475,78.19304301,0.1487190445,5.0,,555
7544,31st week,Uttar Pradesh,Jalaun,Acute Diarrhoeal Disease,16,1.0,21,7,2011,26.105546,79.42765265,1.09924818,7.0,305.52,828
7545,31st week,Jammu and Kashmir,Ganderbal,Acute Diarrhoeal Disease,27,0.0,24,7,2011,34.1934255,74.83434977,0.1832444345,16.0,296.6166666,56
7546,31st week,West Bengal,Kolkata,Cholera,78,0.0,13,7,2011,22.5666449,88.3544854,0.4891034868,5.0,301.11333340000004,1030
7547,31st week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,40,0.0,30,7,2011,15.8309251,78.0425373,0.9857051618,4.0,303.18,308
7548,31st week,Jharkhand,West Singhbhum,Chikungunya,194,0.0,1,8,2011,22.7859232,86.1716093,0.2252366595,9.0,302.2,414
7549,32nd week,Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,29,0.0,9,8,2011,13.2178147,79.0929361,0.06253562373,9.0,296.94,308
7550,32nd week,Telangana,Warangal,Acute Diarrhoeal Disease,54,0.0,11,8,2011,17.9820644,79.5970954,0.05604376418,8.0,307.1,312
7551,32nd week,Bihar,Gaya,Acute Diarrhoeal Disease,12,0.0,31,7,2011,24.7964355,85.0079563,0.4266246343,8.0,307.48,1102
7552,32nd week,Bihar,Nawada,Acute Diarrhoeal Disease,131,0.0,7,8,2011,24.818124,85.51855623,0.9674448198,3.0,,1102
7553,32nd week,Bihar,Gopalganj,Acute Diarrhoeal Disease,29,0.0,10,8,2011,26.4207265,84.37406407,0.9320352169,8.0,,1102
7554,32nd week,Jharkhand,West Singhbhum,Chikungunya,22,0.0,5,8,2011,22.7859232,86.1716093,0.7737979318,,303.02,414
7555,32nd week,Karnataka,Belgaum,Acute Diarrhoeal Disease,17,0.0,9,8,2011,15.8572666,74.5069343,0.8858002696,9.0,,319
7556,32nd week,Madhya Pradesh,Damoh,Acute Diarrhoeal Disease,126,0.0,14,8,2011,23.75,79.583333,1.589959759,14.0,,236
7557,32nd week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,12,0.0,12,8,2011,23.1156882,77.06623939,1.475803153,,,236
7558,32nd week,Maharashtra,Jalna,Malaria,14,1.0,6,8,2011,19.91883295,75.87085986,0.4952336925,7.0,,365
7559,32nd week,Maharashtra,Raigad,Acute Diarrhoeal Disease,29,0.0,5,8,2011,18.4928092,73.13807095,3.780674599,,,365
7560,32nd week,Odisha,Nayagarh,Acute Diarrhoeal Disease,47,0.0,1,8,2011,20.1160666,85.11195644,0.1573681732,20.0,301.616,269
7561,32nd week,Rajasthan,Bikaner,Malaria,152,0.0,8,8,2011,28.0159286,73.3171367,0.03397795086,3.0,318.6866666,201
7562,32nd week,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,13,0.0,9,8,2011,10.3303299,78.06739791,0.3488107081,10.0,310.2,555
7563,32nd week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,10,0.0,9,8,2011,11.2287716,78.81825555,0.05254854861,6.0,307.9533334,555
7564,32nd week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,32,0.0,9,8,2011,11.2287716,78.81825555,0.05254854861,6.0,307.9533334,555
7565,32nd week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,13,0.0,5,8,2011,11.9415377,79.4861469,0.08046590516,,,555
7566,32nd week,Tamil Nadu,Virudhunagar (Sivakasi),Acute Diarrhoeal Disease,11,0.0,11,8,2011,9.4477045,77.8000434,0.1531222646,5.0,317.78000000000003,555
7567,32nd week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,16,0.0,8,8,2011,25.4381302,81.8338005,1.052934161,5.0,,828
7568,32nd week,Uttar Pradesh,Budaun,Acute Diarrhoeal Disease,53,3.0,9,8,2011,28.06831165,79.04607312,0.740874916,6.0,,828
7569,32nd week,Uttar Pradesh,Jalaun,Malaria,34,0.0,11,8,2011,26.105546,79.42765265,0.8479031731,2.0,,828
7570,32nd week,Uttar Pradesh,Lakhimpur Kheri,Acute Diarrhoeal Disease,48,0.0,7,8,2011,27.98506015,80.75384538,1.245870313,12.0,288.9533334,828
7571,32nd week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,51,2.0,9,8,2011,25.1010477,82.62574936,1.392780375,4.0,301.96,828
7572,32nd week,West Bengal,Bankura,Acute Diarrhoeal Disease,123,0.0,11,8,2011,23.13195425,87.2073972,2.217227749,2.0,,1030
7573,32nd week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,38,0.0,20,7,2011,21.2380912,81.6336993,0.8145746186,,301.42,189
7574,32nd week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,74,0.0,21,6,2011,22.3547468,82.7110855,2.57165078,8.0,304.86,189
7575,32nd week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,14,0.0,11,6,2011,22.3547468,82.7110855,0.1499607163,8.0,311.99,189
7576,32nd week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,12,0.0,27,7,2011,16.1853166,75.6967919,0.451196074,,306.12,319
7577,32nd week,Maharashtra,Sholapur,Acute Diarrhoeal Disease,11,0.0,27,7,2011,17.6912883,75.8841635,0.5276004539,,307.8933334,365
7578,32nd week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,3,1.0,20,7,2011,20.32570375,78.11691397,0.6227914222,,,365
7579,33rd week,Telangana,Mahbubnagar,Dengue,42,0.0,15,8,2011,16.7434538,77.9923191,0.09568464298,8.0,303.78000000000003,312
7580,33rd week,Telangana,Medak,Acute Diarrhoeal Disease,10,0.0,15,8,2011,17.9375095,78.21174499,0.1016172701,8.0,291.03000000000003,312
7581,33rd week,Bihar,Aurangabad,Acute Diarrhoeal Disease,26,0.0,15,8,2011,24.786306,84.41448983,2.150123567,5.0,,1102
7582,33rd week,Bihar,Gopalganj,Acute Diarrhoeal Disease,5,1.0,14,8,2011,26.4207265,84.37406407,0.4414749053,12.0,301.25,1102
7583,33rd week,Bihar,Jamui,Acute Diarrhoeal Disease,50,0.0,10,8,2011,24.96785205,86.17351147,1.838128123,4.0,,1102
7584,33rd week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,20,0.0,17,8,2011,25.1677029,86.05935924,0.8361375882,6.0,300.54,1102
7585,33rd week,Bihar,Patna,Malaria,6,1.0,8,8,2011,25.6093239,85.1235252,0.9837397667,4.0,,1102
7586,33rd week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,67,0.0,8,8,2011,21.2380912,81.6336993,1.044051998,1.0,,189
7587,33rd week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,24,1.0,17,8,2011,24.85577805,79.04706347,0.3442415128,9.0,300.2,236
7588,33rd week,Maharashtra,Akola,Acute Diarrhoeal Disease,17,0.0,8,8,2011,20.76181225,77.19211567,0.6330475129,5.0,,365
7589,33rd week,Uttar Pradesh,Saharanpur,Malaria,13,0.0,11,8,2011,29.9880774,77.50812995,0.3720825074,19.0,293.6866666,828
7590,33rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,90,0.0,16,8,2011,23.13195425,87.2073972,1.464678776,8.0,299.82,1030
7591,33rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,59,0.0,16,8,2011,23.13195425,87.2073972,1.464678776,8.0,299.82,1030
7592,33rd week,West Bengal,Birbhum,Cholera,155,0.0,14,8,2011,24.0,87.583333,1.804068677,7.0,,1030
7593,33rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,32,0.0,14,8,2011,23.2495714,87.8681751,2.577542082,8.0,,1030
7594,33rd week,West Bengal,Purulia,Acute Diarrhoeal Disease,62,0.0,16,8,2011,23.3291882,86.3672378,1.854879526,5.0,,1030
7595,33rd week,Bihar,Nalanda,Acute Diarrhoeal Disease,20,0.0,4,7,2011,25.1364914,85.44365465,0.5153475642,,,1102
7596,33rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,30,0.0,24,6,2011,34.6110236,74.23847867,0.04036077743,14.0,293.0733334,56
7597,33rd week,Maharashtra,Jalgaon,Malaria,11,0.0,22,7,2011,20.84288265,75.52612464,0.5249020534,4.0,,365
7598,33rd week,Rajasthan,Alwar,Cholera,112,1.0,4,8,2011,27.5,76.5,0.6604013132,,302.08,201
7599,33rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,21,0.0,2,8,2011,23.13195425,87.2073972,0.1739229098,8.0,303.2733334,1030
7600,33rd week,Jharkhand,East Singhbhum,Chikungunya,6156,,18,8,2011,22.8092139,86.2091549,1.289579266,8.0,,414
7601,33rd week,Jharkhand,West Singhbhum,Chikungunya,5615,,5,8,2011,22.7859232,86.1716093,0.7737979318,,303.02,414
7602,33rd week,West Bengal,Bankura,Cholera,165,0.0,11,8,2011,23.13195425,87.2073972,2.217227749,2.0,,1030
7603,34th week,Bihar,Gaya,Acute Diarrhoeal Disease,17,0.0,14,8,2011,24.7964355,85.0079563,1.927198087,6.0,,1102
7604,34th week,Bihar,Gaya,Acute Diarrhoeal Disease,23,0.0,16,8,2011,24.7964355,85.0079563,1.328127527,6.0,,1102
7605,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,19,0.0,22,8,2011,24.818124,85.51855623,2.091449126,10.0,302.43,1102
7606,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,18,2.0,16,8,2011,24.818124,85.51855623,1.328127527,6.0,,1102
7607,34th week,Bihar,Rohtas,Malaria,30,0.0,14,8,2011,24.6723487,83.92090397,2.615870899,10.0,300.90000000000003,1102
7608,34th week,Bihar,Rohtas,Acute Diarrhoeal Disease,25,2.0,18,8,2011,24.6723487,83.92090397,1.312219409,10.0,,1102
7609,34th week,Bihar,Rohtas,Acute Diarrhoeal Disease,50,2.0,17,8,2011,24.6723487,83.92090397,1.577518055,10.0,,1102
7610,34th week,Bihar,Sheikhpura,Malaria,50,5.0,21,8,2011,25.12635425,85.81510621,2.302524213,,300.66,1102
7611,34th week,Chhattisgarh,Janjgir,Cholera,20,0.0,22,8,2011,22.0090841,82.578896,2.216261841,15.0,299.54,189
7612,34th week,Chhattisgarh,Raipur,Dengue,3,2.0,21,8,2011,21.2380912,81.6336993,0.9905132359,,298.6,189
7613,34th week,Chhattisgarh,Surguja,Acute Diarrhoeal Disease,10,3.0,26,8,2011,23.25,83.0,0.7252829099,15.0,301.55,189
7614,34th week,Gujarat,Vadodara,Cholera,23,0.0,18,8,2011,22.2973142,73.1942567,0.9328676717,7.0,298.86,308
7615,34th week,Haryana,Ambala,Acute Diarrhoeal Disease,19,0.0,27,8,2011,30.3843674,76.770421,0.9099881978,17.0,301.0466666,573
7616,34th week,Haryana,Panchkula,Cholera,5,0.0,20,8,2011,30.7137692,76.868276,1.956093124,,300.11333340000004,573
7617,34th week,Jharkhand,West Singhbhum,Malaria,51,0.0,17,8,2011,22.7859232,86.1716093,1.973404971,8.0,,414
7618,34th week,Karnataka,Bidar,Chikungunya,26,0.0,21,8,2011,18.083333,77.333333,0.4304283882,,306.8,319
7619,34th week,Karnataka,Bidar,Cholera,6,0.0,22,8,2011,18.083333,77.333333,0.6063773991,3.0,,319
7620,34th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,22,0.0,17,8,2011,14.2266443,76.4005122,0.09168479754,5.0,305.12,319
7621,34th week,Karnataka,Gadag,Malaria,10,0.0,16,8,2011,15.4206667,75.6225644,0.112245109,4.0,306.07,319
7622,34th week,Karnataka,Mandya,Acute Diarrhoeal Disease,20,0.0,24,8,2011,12.5238888,76.8961961,0.9384154181,2.0,,319
7623,34th week,West Bengal,Bankura,Acute Diarrhoeal Disease,131,0.0,22,8,2011,23.13195425,87.2073972,0.7765780646,9.0,300.6,1030
7624,34th week,West Bengal,Birbhum,Cholera,26,0.0,16,8,2011,24.0,87.583333,0.9082672759,7.0,,1030
7625,34th week,West Bengal,Birbhum,Cholera,73,0.0,21,8,2011,24.0,87.583333,0.7520245093,,301.52,1030
7626,34th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,48,0.0,22,8,2011,23.2495714,87.8681751,0.8904316685,9.0,302.14,1030
7627,34th week,West Bengal,Purulia,Acute Diarrhoeal Disease,64,0.0,16,8,2011,23.3291882,86.3672378,1.854879526,5.0,,1030
7628,34th week,Sikkim,West Sikkim,Acute Diarrhoeal Disease,16,0.0,10,6,2011,27.333333,88.25,1.244188423,,291.47,86
7629,34th week,Jammu and Kashmir,Badgam,Acute Diarrhoeal Disease,1634,0.0,10,8,2011,34.0154721,74.7220085,0.3864492762,20.0,299.812,56
7630,34th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,88,0.0,12,8,2011,15.8572666,74.5069343,0.40841039,,294.88,319
7631,34th week,Maharashtra,Nashik,Chikungunya,22,0.0,9,8,2011,20.0112475,73.7902364,0.6327013735,6.0,,365
7632,34th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,101,0.0,11,7,2011,18.4928092,73.13807095,1.642483647,,294.96,365
7633,34th week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,16,0.0,31,7,2011,25.4381302,81.8338005,0.4000203478,8.0,305.24,828
7634,34th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,12,0.0,9,8,2011,25.6035084,83.50745405,1.199552044,4.0,261.5,828
7635,34th week,Jharkhand,East Singhbhum,Chikungunya,9,0.0,24,8,2011,22.8092139,86.2091549,0.4603347994,9.0,297.28000000000003,414
7636,34th week,Rajasthan,Udaipur,Acute Encephalitis Syndrome,1,1.0,7,7,2011,24.578721,73.6862571,0.2869606311,5.0,308.18,201
7637,34th week,West Bengal,Birbhum,Cholera,179,0.0,14,8,2011,24.0,87.583333,1.804068677,7.0,,1030
7638,35th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,25,0.0,3,9,2011,14.6546235,77.55625984,0.2521427967,7.0,,308
7639,35th week,Andhra Pradesh,Krishna,Dengue,45,0.0,31,8,2011,16.21399145,81.02572814,0.5729812104,9.0,300.82,308
7640,35th week,Bihar,Aurangabad,Acute Diarrhoeal Disease,9,1.0,28,8,2011,24.786306,84.41448983,0.5718808189,,302.4266666,1102
7641,35th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,12,1.0,27,8,2011,25.1677029,86.05935924,0.6397235033,11.0,301.5266666,1102
7642,35th week,Bihar,Munger,Malaria,22,0.0,22,8,2011,25.22081165,86.51720367,1.355408388,10.0,299.28000000000003,1102
7643,35th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,20,1.0,28,8,2011,20.7084545,81.5481305,1.073780256,,301.28000000000003,189
7644,35th week,Chhattisgarh,Jashpur,Acute Diarrhoeal Disease,10,1.0,22,8,2011,22.76678355,83.95304519,0.7170336687,14.0,299.90000000000003,189
7645,35th week,Gujarat,Navsari,Acute Diarrhoeal Disease,35,0.0,29,8,2011,20.952407,72.9323831,1.846970939,,,308
7646,35th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,208,4.0,2,9,2011,23.25,78.083333,0.7443816514,16.0,290.45,236
7647,35th week,Tamil Nadu,Ramanathapuram,Dengue,17,0.0,30,8,2011,9.3895523,78.85907072,,5.0,311.32,555
7648,35th week,West Bengal,Dakshin Dinajpur,Acute Diarrhoeal Disease,22,0.0,26,8,2011,25.38703085,88.50471505,0.5057740247,15.0,288.56,1030
7649,35th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,23,0.0,31,8,2011,24.1745993,88.2721335,0.475402698,14.0,300.504,1030
7650,35th week,Bihar,Gaya,Acute Diarrhoeal Disease,29,0.0,20,8,2011,24.7964355,85.0079563,2.413632982,,,1102
7651,35th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,70,0.0,5,7,2011,21.1882332,82.48484762,0.195885137,7.0,307.04,189
7652,35th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,23,0.0,14,8,2011,21.1882332,82.48484762,0.7175688211,10.0,,189
7653,35th week,Chhattisgarh,Mahasamund,Malaria,108,3.0,5,8,2011,21.1882332,82.48484762,0.5081194295,,304.08,189
7654,35th week,Chandigarh,Chandigarh,Cholera,5,0.0,1,8,2011,30.72984395,76.78414567,0.3910680314,17.0,302.31333340000003,9252
7655,35th week,Haryana,Palwal,Acute Diarrhoeal Disease,159,5.0,3,8,2011,28.1769589,77.37311204,0.755796567,11.0,302.93,573
7656,35th week,Maharashtra,Parbhani,Chikungunya,57,0.0,15,8,2011,19.29031365,76.60290343,0.2515310148,6.0,301.57,365
7657,35th week,West Bengal,Bankura,Cholera,73,1.0,20,8,2011,23.13195425,87.2073972,0.933028728,,300.21,1030
7658,36th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,15,0.0,6,9,2011,17.7222517,83.32670984,0.6172075623,,,308
7659,36th week,Telangana,Warangal,Acute Diarrhoeal Disease,17,0.0,5,9,2011,17.9820644,79.5970954,0.7258221073,,302.38,312
7660,36th week,Assam,Marigaon,Acute Diarrhoeal Disease,22,2.0,4,9,2011,26.290712,92.29221257,0.4011745704,23.0,301.08,397
7661,36th week,Bihar,Darbhanga,Acute Diarrhoeal Disease,81,1.0,1,9,2011,26.08314325,86.03257097,0.1226691085,18.0,301.3866666,1102
7662,36th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,14,0.0,2,9,2011,22.0090841,82.578896,0.8707962447,12.0,300.28000000000003,189
7663,36th week,Chhattisgarh,Janjgir,Cholera,20,0.0,3,9,2011,22.0090841,82.578896,0.7828987152,12.0,300.28000000000003,189
7664,36th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,103,1.0,4,9,2011,22.5,83.5,1.033275074,13.0,300.0,189
7665,36th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,103,0.0,29,8,2011,21.2380912,81.6336993,0.7469759799,,302.22,189
7666,36th week,Haryana,Gurgaon,Acute Diarrhoeal Disease,26,0.0,9,9,2011,28.42826235,77.00270015,0.81172737,9.0,303.04,573
7667,36th week,Jharkhand,Simdega,Acute Diarrhoeal Disease,18,0.0,4,9,2011,22.6664325,84.55026791,1.267343351,10.0,298.68,414
7668,36th week,Karnataka,Bidar,Acute Diarrhoeal Disease,41,0.0,8,9,2011,18.083333,77.333333,0.609214289,10.0,299.71,319
7669,36th week,Karnataka,Chikmagalur,Acute Diarrhoeal Disease,10,0.0,10,9,2011,13.318014,75.7738743,0.2878670428,7.0,300.26,319
7670,36th week,Karnataka,Mandya,Acute Diarrhoeal Disease,16,0.0,29,8,2011,12.5238888,76.8961961,0.4598080057,,,319
7671,36th week,Madhya Pradesh,Katni,Acute Diarrhoeal Disease,13,0.0,3,9,2011,23.8339621,80.392456,0.6703811113,15.0,300.635,236
7672,36th week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,66,0.0,11,9,2011,24.5,80.25,0.8356018248,13.0,301.72,236
7673,36th week,Madhya Pradesh,Hoshangabad,Malaria,56,3.0,9,9,2011,22.6001502,77.92664521,0.3000298656,10.0,,236
7674,36th week,Maharashtra,Jalna,Dengue,20,0.0,3,9,2011,19.91883295,75.87085986,0.8533028042,8.0,,365
7675,36th week,Maharashtra,Pune,Cholera,7,1.0,29,8,2011,18.521428,73.8544541,1.392534534,,,365
7676,36th week,Punjab,Moga,Acute Diarrhoeal Disease,11,0.0,5,9,2011,30.7839866,75.16057423,0.3475274223,,300.76,550
7677,36th week,Punjab,Barnala,Acute Diarrhoeal Disease,33,0.0,8,9,2011,30.3704685,75.50401742,0.4208269424,28.0,303.02,550
7678,36th week,Punjab,Patiala,Malaria,5,3.0,30,8,2011,30.2090874,76.33987209,0.5662339261,28.0,302.34000000000003,550
7679,36th week,Tamil Nadu,Thiruvallur,Chikungunya,35,0.0,31,8,2011,13.13014755,79.92435386,0.161409477,8.0,,555
7680,36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,87,0.0,4,9,2011,23.13195425,87.2073972,0.9889695088,13.0,299.3066666,1030
7681,36th week,West Bengal,Malda,Acute Diarrhoeal Disease,36,0.0,3,9,2011,25.0057449,88.1398483,0.3558414286,15.0,301.2566666,1030
7682,36th week,Bihar,Jehanabad,Acute Diarrhoeal Disease,39,10.0,26,8,2011,25.15247135,85.00687849,0.4825565637,10.0,303.24,1102
7683,36th week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,21,0.0,19,8,2011,21.98934025,82.10996499,1.207808455,5.0,,189
7684,36th week,Karnataka,Ramanagara,Acute Diarrhoeal Disease,19,0.0,26,8,2011,12.7252766,77.2804797,1.051534091,4.0,,319
7685,36th week,Maharashtra,Nagpur,Acute Encephalitis Syndrome,2,2.0,9,8,2011,21.1498134,79.0820556,0.7207405476,10.0,,365
7686,36th week,Maharashtra,Nanded,Acute Diarrhoeal Disease,73,0.0,5,8,2011,19.09400875,77.48319215,0.3986163772,,301.86,365
7687,36th week,Maharashtra,Nanded,Acute Diarrhoeal Disease,10,0.0,8,8,2011,19.09400875,77.48319215,0.2749359415,10.0,,365
7688,36th week,West Bengal,Purulia,Acute Diarrhoeal Disease,28,0.0,21,8,2011,23.3291882,86.3672378,0.8900047195,,298.40000000000003,1030
7689,36th week,Andhra Pradesh,Krishna,Dengue,30,0.0,7,9,2011,16.21399145,81.02572814,0.02856716243,14.0,304.56,308
7690,36th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,94,0.0,5,9,2011,20.7084545,81.5481305,1.051307836,,298.54,189
7691,36th week,Haryana,Gurgaon,Malaria,253,0.0,1,9,2011,28.42826235,77.00270015,0.1279332482,12.0,306.01,573
7692,36th week,Haryana,Palwal,Acute Diarrhoeal Disease,171,6.0,30,8,2011,28.1769589,77.37311204,0.5296756632,15.0,303.32,573
7693,36th week,Maharashtra,Nashik,Chikungunya,19,0.0,22,8,2011,20.0112475,73.7902364,0.3677492428,6.0,300.5,365
7694,36th week,West Bengal,Bankura,Cholera,189,0.0,11,8,2011,23.13195425,87.2073972,2.217227749,2.0,,1030
7695,36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,44,0.0,28,8,2011,23.13195425,87.2073972,0.6763102409,,300.36,1030
7696,36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,39,0.0,15,8,2011,23.13195425,87.2073972,1.953290485,8.0,,1030
7697,36th week,West Bengal,Birbhum,Cholera,206,0.0,14,8,2011,24.0,87.583333,1.804068677,7.0,,1030
7698,37th week,Assam,Sibsagar,Acute Diarrhoeal Disease,17,0.0,12,9,2011,26.96388985,94.58213345,0.8672224147,21.0,301.05,397
7699,37th week,Madhya Pradesh,Bhind,Malaria,52,3.0,12,9,2011,26.5,78.75,0.6656058051,11.0,302.05333340000004,236
7700,37th week,Madhya Pradesh,Chhattarpur,Malaria,258,0.0,14,9,2011,22.6540864,80.6339145,1.772438619,,299.91,236
7701,37th week,Punjab,Moga,Acute Diarrhoeal Disease,15,0.0,18,9,2011,30.7839866,75.16057423,0.8335160261,24.0,299.35,550
7702,37th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,11,0.0,16,9,2011,12.22721295,79.07015555,0.2335127029,10.0,306.3866666,555
7703,37th week,Uttarakhand,Haridwar,Dengue,10,0.0,5,9,2011,29.91235135,78.00871782,0.2491719523,,300.54400000000004,189
7704,37th week,Tamil Nadu,Coimbatore,Chikungunya,10,0.0,2,9,2011,11.0600516,77.0679581,1.372625489,7.0,304.18,555
7705,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,44,0.0,28,8,2011,23.13195425,87.2073972,0.6763102409,,300.36,1030
7706,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,45,0.0,14,8,2011,23.13195425,87.2073972,2.16417568,8.0,,1030
7707,37th week,Bihar,Rohtas,Malaria,50,2.0,10,9,2011,24.6723487,83.92090397,0.8022105749,17.0,301.91,1102
7708,37th week,Karnataka,Udupi,Malaria,10,0.0,5,9,2011,13.3419169,74.7473232,5.564746436,,294.1,319
7709,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,62,0.0,21,8,2011,23.13195425,87.2073972,0.8676426866,,300.21,1030
7710,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,93,0.0,15,9,2011,23.13195425,87.2073972,0.442547995,6.0,301.69,1030
7711,37th week,West Bengal,Bankura,Acute Diarrhoeal Disease,57,0.0,5,9,2011,23.13195425,87.2073972,0.9751605581,,300.40000000000003,1030
